error_class,line_count,ground_truth,prediction,substitutions,deleted,inserted,error_positions,confidence,image_path
missing_chars,2,29H04239,04239,,29H,,0 1 2,0.9941,D:/DATN/datasets/raw/roboflow_ocr_conversion/train/images/2412_--2022-03-09-21-52-07_png.rf.cf44ec7657bed8ea1a6c638849e87303.jpg
missing_chars,2,30E94252,94252,,30E,,0 1 2,0.9949,D:/DATN/datasets/raw/roboflow_ocr_conversion/train/images/2416_--2022-03-09-21-52-23_png.rf.3e9670ab797894818c7c6307c3a32a27.jpg
substitution,2,30E29312,30F29312,E>F,,,2,0.9784,D:/DATN/datasets/raw/roboflow_ocr_conversion/valid/images/2134_--2022-03-09-21-06-42_png.rf.e70b5e299a97e9655bb3df2b889c2daf.jpg
mixed,2,30E3250,93250,E>9,30,,0 1 2,0.9916,D:/DATN/datasets/raw/roboflow_ocr_conversion/valid/images/2139_--2022-03-09-21-07-12_png.rf.d4cc8e76f13156792f867e5af3ba2011.jpg
substitution,2,30E95190,30F95190,E>F,,,2,0.9972,D:/DATN/datasets/raw/roboflow_ocr_conversion/valid/images/2158_--2022-03-09-21-10-25_png.rf.507113e9aed2eff038ee225f5b9f3b38.jpg
missing_chars,2,30E74997,997,,30E74,,0 1 2 3 4,0.9583,D:/DATN/datasets/raw/roboflow_ocr_conversion/valid/images/2175_--2022-03-09-21-12-05_png.rf.442998a805032940babc04404f8eab02.jpg
empty_read,2,30E74997,,,30E74997,,0 1 2 3 4 5 6 7,0.0000,D:/DATN/datasets/raw/roboflow_ocr_conversion/valid/images/2192_--2022-03-09-21-18-22_png.rf.31d0f7afc8a2be09bc7fc58990544392.jpg
missing_chars,2,30A61505,61505,,30A,,0 1 2,0.9202,D:/DATN/datasets/raw/roboflow_ocr_conversion/valid/images/2223_--2022-03-09-21-20-20_png.rf.1154773a1f56c0b2c168a441713e660c.jpg
substitution,2,30E74997,30F74997,E>F,,,2,0.9269,D:/DATN/datasets/raw/roboflow_ocr_conversion/valid/images/2234_--2022-03-09-21-21-14_png.rf.8ed4c92382f9ba7721ec61fd1789232c.jpg
empty_read,2,30E74997,,,30E74997,,0 1 2 3 4 5 6 7,0.0000,D:/DATN/datasets/raw/roboflow_ocr_conversion/valid/images/2251_--2022-03-09-21-22-52_png.rf.e08b4b66b385bc3b64c398c4581187e9.jpg
substitution,2,30E66971,30F66971,E>F,,,2,0.8617,D:/DATN/datasets/raw/roboflow_ocr_conversion/valid/images/2310_--2022-03-09-21-26-02_png.rf.ef96fb92456b0cf77779bc6e535aaed9.jpg
missing_chars,2,30A7916,30A,,7916,,3 4 5 6,0.9503,D:/DATN/datasets/raw/roboflow_ocr_conversion/valid/images/2328_--2022-03-09-21-44-09_png.rf.d5e43b8275e509a0e7c030977dbad040.jpg
missing_chars,2,30E63202,63202,,30E,,0 1 2,0.9967,D:/DATN/datasets/raw/roboflow_ocr_conversion/valid/images/2341_--2022-03-09-21-45-31_png.rf.13bb7f9f96c5507539736f5c16d2d7ce.jpg
substitution,2,30T8783,30L8783,T>L,,,2,0.9990,D:/DATN/datasets/raw/roboflow_ocr_conversion/valid/images/2342_--2022-03-09-21-45-37_png.rf.ea33da55ce422fdec2cb4f7c0d6e0279.jpg
missing_chars,2,30A32958,32958,,30A,,0 1 2,0.9879,D:/DATN/datasets/raw/roboflow_ocr_conversion/valid/images/2348_--2022-03-09-21-45-54_png.rf.8e3125928a10c408b419eae8a34ad041.jpg
mixed,2,30F0213,02134,,30F,4,0 1 2,0.9905,D:/DATN/datasets/raw/roboflow_ocr_conversion/valid/images/2351_--2022-03-09-21-46-13_png.rf.874802a1dedf771cfa45227d93a739f2.jpg
substitution,2,30E33768,30F33768,E>F,,,2,0.9878,D:/DATN/datasets/raw/roboflow_ocr_conversion/valid/images/2358_--2022-03-09-21-46-42_png.rf.ff9420b5f0de889151f2e943534a68f8.jpg
missing_chars,2,30F11801,11801,,30F,,0 1 2,0.9914,D:/DATN/datasets/raw/roboflow_ocr_conversion/valid/images/2407_--2022-03-09-21-51-38_png.rf.2cf71272c4f1e7e4bc83b3af11bc3a83.jpg
mixed,1,29D09083,29L9083,0>L,D,,2 3,0.9919,D:/DATN/datasets/raw/roboflow_ocr_conversion/valid/images/2419_--2022-03-09-21-52-46_png.rf.455467b1cae4321e68ce19c1d72ad443.jpg
missing_chars,2,30A41050,30A1050,,4,,3,0.9604,D:/DATN/datasets/raw/roboflow_ocr_conversion/valid/images/2427_--2022-03-09-21-53-13_png.rf.5e8611df7dfb69f893b7c32e50cbc9c3.jpg
